selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,brand,date,rotational_speed
980000,120000,Diesel,Individual,Manual,2.0,15.1,2179.0,140.0,330.0,7.0,Mahindra,7,2200.0
850000,298000,Diesel,Individual,Manual,2.0,13.1,2499.0,141.0,330.0,7.0,Ford,10,1800.0
340000,270000,Diesel,Individual,Manual,3.0,14.07,2956.0,68.4,223.0,7.0,Tata,9,1900.0
900000,50000,Diesel,Individual,Automatic,2.0,24.3,1248.0,88.5,200.0,5.0,Maruti,3,1750.0
310000,120000,Diesel,Individual,Manual,2.0,19.3,1248.0,73.9,190.0,5.0,Maruti,11,2000.0
600000,60000,Diesel,Individual,Manual,3.0,20.77,1248.0,88.8,200.0,7.0,Maruti,8,1750.0
270000,149000,Diesel,Individual,Manual,2.0,19.3,1248.0,73.9,190.0,5.0,Maruti,13,2000.0
509999,5000,Petrol,Individual,Manual,1.0,20.3,1086.0,68.0,99.0,5.0,Hyundai,2,4500.0
225000,70000,Diesel,Individual,Manual,2.0,19.4,1405.0,70.0,135.4,5.0,Tata,8,2500.0
280000,55000,Petrol,Individual,Manual,1.0,20.36,1197.0,78.9,111.7,5.0,Hyundai,6,4000.0
490000,100000,Diesel,Individual,Manual,1.0,27.28,1047.0,69.0,140.0,5.0,Tata,5,2400.0
440000,120000,Diesel,Individual,Manual,1.0,15.96,2523.0,62.1,195.0,9.0,Mahindra,8,1820.0
500000,291977,Diesel,Individual,Manual,1.0,14.0,2179.0,138.1,320.0,7.0,Tata,7,2200.0
476999,85000,Petrol,Individual,Manual,3.0,11.1,2354.0,158.8,218.0,5.0,Honda,16,4200.0
590000,70000,Petrol,Individual,Manual,3.0,17.19,1197.0,81.86,114.73,5.0,Hyundai,6,4000.0
500000,120000,Diesel,Individual,Manual,1.0,13.1,2499.0,141.0,330.0,7.0,Ford,11,1800.0
600000,40000,Diesel,Individual,Manual,1.0,22.77,1498.0,98.59,205.0,5.0,Ford,6,2500.0
750000,70000,Diesel,Individual,Manual,1.0,15.4,1997.0,120.0,280.0,7.0,Mahindra,5,2300.0
2950000,39000,Diesel,Dealer,Automatic,1.0,19.59,1995.0,187.74,380.0,5.0,BMW,4,2250.0
5200000,10000,Diesel,Dealer,Automatic,1.0,18.12,1995.0,190.0,400.0,5.0,BMW,2,2125.0
695000,36800,Diesel,Dealer,Manual,1.0,20.14,1498.0,88.0,230.0,5.0,Volkswagen,2,2000.0
690000,52200,Diesel,Dealer,Manual,1.0,26.59,1248.0,74.0,190.0,5.0,Maruti,3,2000.0
409999,78000,Diesel,Dealer,Manual,1.0,24.0,1186.0,73.97,190.24,5.0,Hyundai,5,2000.0
1650000,16000,Diesel,Dealer,Manual,1.0,17.0,1956.0,167.67,350.0,5.0,Tata,1,2125.0
2375000,30000,Diesel,Dealer,Automatic,1.0,15.73,1968.0,174.33,380.0,5.0,Audi,5,2125.0
525000,29000,Diesel,Dealer,Manual,2.0,24.0,1186.0,73.97,190.24,5.0,Hyundai,4,2000.0
2150000,25000,Diesel,Dealer,Manual,1.0,16.3,1956.0,170.63,350.0,5.0,Jeep,2,2125.0
540000,60000,Diesel,Individual,Manual,2.0,15.1,2179.0,140.0,330.0,7.0,Mahindra,8,2200.0
2750000,60000,Diesel,Dealer,Automatic,2.0,12.55,2982.0,168.5,360.0,7.0,Toyota,4,2300.0
1000000,112000,Diesel,Dealer,Manual,2.0,15.4,1997.0,120.0,280.0,7.0,Mahindra,5,2300.0
2900000,15000,Diesel,Dealer,Automatic,1.0,18.25,1968.0,187.74,400.0,5.0,Audi,3,2375.0
725000,40000,Diesel,Dealer,Manual,1.0,18.49,1493.0,100.0,240.0,7.0,Mahindra,4,2200.0
975000,36000,Diesel,Dealer,Manual,1.0,28.09,1248.0,88.5,200.0,5.0,Maruti,3,1750.0
355000,60000,Petrol,Dealer,Manual,1.0,21.79,998.0,67.05,90.0,5.0,Maruti,5,3500.0
400000,120000,Petrol,Individual,Manual,1.0,11.1,2354.0,158.8,218.0,5.0,Honda,13,4200.0
265000,48000,Petrol,Dealer,Manual,1.0,24.7,796.0,47.3,69.0,5.0,Maruti,6,3500.0
650000,40000,Diesel,Dealer,Manual,1.0,20.14,1498.0,88.0,230.0,5.0,Volkswagen,3,2000.0
720000,60000,Diesel,Individual,Manual,1.0,28.09,1248.0,88.5,200.0,5.0,Maruti,4,1750.0
850000,25000,Petrol,Individual,Manual,1.0,17.01,1591.0,121.3,154.9,5.0,Hyundai,5,4200.0
290000,42000,Petrol,Individual,Manual,1.0,23.95,998.0,67.05,90.0,5.0,Maruti,6,3500.0
1200000,35000,Petrol,Individual,Automatic,2.0,10.93,2497.0,204.0,245.0,5.0,Mercedes-Benz,11,5000.0
600000,90000,Diesel,Individual,Automatic,2.0,18.49,1493.0,100.0,230.0,7.0,Mahindra,5,1875.0
300000,90000,Diesel,Individual,Manual,2.0,21.1,1248.0,73.9,113.0,5.0,Maruti,10,4500.0
225000,110000,Diesel,Individual,Manual,2.0,23.08,1461.0,63.12,160.0,5.0,Renault,9,2000.0
240000,70000,Diesel,Individual,Manual,2.0,19.3,1248.0,73.9,190.0,5.0,Maruti,12,2000.0
700000,80000,Diesel,Individual,Manual,1.0,22.32,1582.0,126.32,259.8,5.0,Hyundai,7,2325.0
470000,70000,Diesel,Individual,Manual,2.0,25.2,1248.0,74.0,190.0,5.0,Maruti,7,2000.0
800000,80000,Diesel,Individual,Manual,1.0,21.19,1396.0,88.73,219.66,5.0,Hyundai,5,2125.0
450000,90000,Diesel,Individual,Manual,1.0,19.01,1461.0,108.45,248.0,5.0,Renault,9,2250.0
90000,90000,Diesel,Individual,Manual,3.0,17.2,1396.0,53.5,83.4,5.0,Tata,14,2500.0
450000,120000,Diesel,Individual,Manual,2.0,21.43,1364.0,87.2,205.0,5.0,Toyota,11,2300.0
400000,107500,Diesel,Individual,Manual,2.0,19.7,1248.0,74.0,190.0,5.0,Toyota,9,3500.0
1465000,62000,Diesel,Dealer,Automatic,1.0,11.36,2755.0,171.5,360.0,7.0,Toyota,4,2300.0
925000,79000,Diesel,Dealer,Manual,1.0,19.67,1582.0,126.2,259.9,5.0,Hyundai,5,2325.0
1385000,60000,Diesel,Dealer,Manual,2.0,13.68,2393.0,147.8,343.0,7.0,Toyota,5,2100.0
2000000,20000,Diesel,Individual,Manual,1.0,12.55,2982.0,168.5,343.0,7.0,Toyota,6,2400.0
80000,248200,Diesel,Individual,Manual,2.0,16.1,1405.0,70.0,132.4,5.0,Tata,17,2500.0
300000,110000,Diesel,Individual,Manual,2.0,10.5,2179.0,120.0,290.0,7.0,Mahindra,14,2300.0
360000,100000,Diesel,Individual,Manual,1.0,19.3,1248.0,73.9,190.0,5.0,Maruti,12,2000.0
320000,70000,Diesel,Individual,Manual,2.0,16.2,1493.0,110.0,235.4,5.0,Hyundai,11,2325.0
780000,50000,Diesel,Individual,Manual,2.0,24.52,1248.0,88.5,200.0,7.0,Maruti,5,1750.0
620000,139000,Diesel,Individual,Manual,1.0,20.77,1248.0,88.76,200.0,7.0,Maruti,8,1750.0
100000,120000,Petrol,Individual,Manual,3.0,13.1,1781.0,149.5,209.9,5.0,Skoda,15,3175.0
210000,35000,Petrol,Individual,Manual,2.0,16.7,1172.0,64.1,96.0,5.0,Tata,7,3000.0
375000,80000,Diesel,Individual,Manual,1.0,15.96,2523.0,62.1,195.0,7.0,Mahindra,6,1800.0
786000,7720,Petrol,Individual,Manual,1.0,20.0,999.0,71.0,96.0,7.0,Renault,2,3500.0
1000000,50000,Diesel,Individual,Manual,1.0,15.1,2179.0,140.0,330.0,7.0,Mahindra,7,2200.0
750000,100000,Diesel,Individual,Manual,1.0,20.8,1461.0,64.1,160.0,5.0,Mahindra,5,2000.0
550000,57882,Petrol,Individual,Manual,1.0,18.6,1197.0,81.83,114.7,5.0,Hyundai,5,4000.0
875000,142000,Diesel,Individual,Manual,1.0,14.1,2179.0,147.94,320.0,5.0,Tata,3,2250.0
890000,140000,Diesel,Individual,Manual,3.0,14.1,2179.0,147.94,320.0,5.0,Tata,3,2250.0
700000,35000,Petrol,Individual,Manual,1.0,16.02,1373.0,93.7,130.0,7.0,Maruti,6,4000.0
550000,30000,Diesel,Individual,Manual,1.0,15.96,2523.0,62.1,195.0,7.0,Mahindra,6,1800.0
400000,10000,Petrol,Individual,Manual,1.0,19.83,1198.0,67.0,104.0,5.0,Datsun,3,4000.0
290000,30000,Petrol,Individual,Manual,2.0,23.1,998.0,67.04,90.0,5.0,Maruti,6,3500.0
150000,90000,Diesel,Individual,Manual,1.0,19.09,1396.0,69.0,135.0,5.0,Tata,9,2500.0
300000,35000,Petrol,Individual,Manual,2.0,15.37,1196.0,73.0,101.0,7.0,Maruti,6,3000.0
220000,25000,Petrol,Individual,Manual,1.0,19.7,1248.0,74.0,190.0,5.0,Maruti,12,3500.0
221000,35008,Petrol,Dealer,Manual,1.0,21.79,998.0,67.05,90.0,5.0,Maruti,13,3500.0
270000,31100,Petrol,Dealer,Manual,1.0,22.7,799.0,53.64,72.0,5.0,Datsun,4,4386.0
455000,42312,Diesel,Dealer,Manual,1.0,24.4,1120.0,71.0,180.4,5.0,Hyundai,7,2125.0
300000,72000,Petrol,Dealer,Manual,1.0,17.6,1496.0,88.7,132.0,5.0,Toyota,10,3000.0
480000,54891,Diesel,Dealer,Manual,1.0,23.59,1364.0,67.04,170.0,5.0,Toyota,7,2100.0
1000000,30000,Diesel,Individual,Automatic,1.0,22.0,1582.0,126.2,259.87,5.0,Hyundai,3,2250.0
2600000,44000,Diesel,Dealer,Automatic,1.0,22.69,1995.0,190.0,400.0,5.0,BMW,4,2250.0
1850000,18890,Diesel,Dealer,Automatic,1.0,11.36,2755.0,171.5,360.0,7.0,Toyota,4,2300.0
500000,5000,Petrol,Individual,Manual,1.0,20.3,1086.0,68.0,99.0,5.0,Hyundai,2,4500.0
800000,117000,Diesel,Dealer,Automatic,1.0,11.18,2696.0,184.0,402.0,7.0,Mahindra,8,2300.0
1000000,75010,Diesel,Dealer,Automatic,1.0,13.73,1995.0,148.0,320.0,5.0,Renault,8,2000.0
250000,50000,Diesel,Individual,Manual,1.0,21.02,1248.0,88.8,200.0,5.0,Tata,8,2375.0
245000,100000,Diesel,Dealer,Manual,1.0,23.08,1461.0,63.1,160.0,5.0,Renault,9,2000.0
625000,4337,Petrol,Dealer,Automatic,1.0,18.9,1197.0,82.0,114.0,5.0,Hyundai,2,4000.0
560000,14495,Petrol,Dealer,Manual,1.0,18.78,999.0,75.0,95.0,5.0,Volkswagen,3,3650.0
680000,8576,Petrol,Dealer,Manual,1.0,18.7,1199.0,88.7,110.0,5.0,Honda,3,4800.0
700000,30000,Diesel,Individual,Manual,1.0,28.4,1248.0,74.02,190.0,5.0,Maruti,2,2000.0
220000,80000,Diesel,Individual,Manual,1.0,23.03,1396.0,69.0,140.0,5.0,Tata,8,2400.0
450000,70000,Diesel,Individual,Manual,1.0,19.09,1405.0,69.01,135.0,5.0,Tata,4,2500.0
525000,19723,Petrol,Dealer,Automatic,1.0,20.3,1199.0,84.0,114.0,5.0,Tata,4,3500.0
650000,242000,Diesel,Individual,Manual,4.0,12.8,2494.0,102.0,200.1,7.0,Toyota,12,2400.0
5500000,22000,Diesel,Individual,Automatic,1.0,17.09,2993.0,261.4,620.0,4.0,BMW,3,2250.0
875000,30000,Diesel,Dealer,Automatic,1.0,28.4,1248.0,74.02,190.0,5.0,Maruti,4,2000.0
785000,9000,Petrol,Dealer,Manual,1.0,18.6,1197.0,81.83,114.7,5.0,Hyundai,2,4000.0
819999,30000,Petrol,Dealer,Manual,1.0,17.5,1199.0,88.7,110.0,5.0,Honda,4,4800.0
2950000,60000,Diesel,Dealer,Automatic,1.0,21.76,1995.0,188.0,400.0,5.0,BMW,5,2125.0
1925000,27000,Diesel,Dealer,Manual,1.0,13.68,2393.0,147.51,343.0,7.0,Toyota,5,2100.0
885000,39000,Diesel,Dealer,Manual,1.0,25.5,1498.0,98.6,200.0,5.0,Honda,4,1750.0
680000,64000,Petrol,Dealer,Automatic,1.0,16.05,1499.0,110.4,140.0,5.0,Ford,6,4400.0
960000,42000,Diesel,Dealer,Manual,1.0,23.0,1498.0,98.96,205.0,5.0,Ford,4,2500.0
385000,45000,Petrol,Dealer,Manual,1.0,18.5,1198.0,86.8,109.0,5.0,Honda,9,4500.0
1650000,15000,Diesel,Dealer,Manual,1.0,17.0,1956.0,167.67,350.0,5.0,Tata,2,2125.0
890000,55000,Diesel,Dealer,Manual,1.0,18.49,1493.0,100.0,240.0,7.0,Mahindra,3,2200.0
1275000,64000,Diesel,Dealer,Automatic,1.0,11.4,2953.0,153.86,380.0,7.0,Ford,6,2500.0
6000000,27000,Diesel,Dealer,Automatic,1.0,17.09,2993.0,261.4,620.0,4.0,BMW,3,2250.0
1025000,15000,Petrol,Dealer,Automatic,1.0,20.28,1462.0,103.25,138.0,5.0,Maruti,2,4400.0
675000,69000,Petrol,Dealer,Automatic,1.0,17.2,1197.0,103.6,175.0,5.0,Volkswagen,5,2800.0
700000,80000,Petrol,Dealer,Manual,1.0,22.0,1197.0,81.8,113.0,5.0,Maruti,4,4200.0
780000,60000,Diesel,Dealer,Manual,1.0,22.77,1498.0,98.59,205.0,5.0,Ford,5,2500.0
1050000,70000,Diesel,Dealer,Manual,1.0,22.32,1582.0,126.32,259.8,5.0,Hyundai,4,2325.0
2700000,105000,Diesel,Dealer,Automatic,2.0,13.22,2967.0,241.4,580.0,5.0,Audi,6,2325.0
400000,100000,Diesel,Individual,Manual,1.0,22.95,1248.0,74.0,190.0,5.0,Tata,5,2375.0
400000,100000,Diesel,Individual,Manual,1.0,15.96,2523.0,62.1,195.0,9.0,Mahindra,10,1820.0
85000,90000,Petrol,Individual,Manual,2.0,19.7,796.0,46.3,62.0,5.0,Maruti,12,3000.0
1300000,35000,Diesel,Individual,Manual,1.0,17.6,2179.0,153.86,400.0,7.0,Tata,3,2125.0
819999,11500,Diesel,Individual,Manual,1.0,18.49,1493.0,100.0,240.0,7.0,Mahindra,3,2200.0
620000,40000,Diesel,Individual,Automatic,1.0,18.49,1493.0,100.0,240.0,7.0,Mahindra,6,2200.0
260000,50000,Petrol,Individual,Manual,1.0,23.01,999.0,67.0,91.0,5.0,Renault,3,4250.0
805000,49900,Petrol,Dealer,Manual,1.0,16.3,1797.0,147.5,177.5,5.0,Hyundai,5,4700.0
484999,55380,Petrol,Dealer,Manual,1.0,18.9,1197.0,82.0,114.0,5.0,Hyundai,6,4000.0
2711000,9000,Diesel,Dealer,Automatic,1.0,13.6,1999.0,177.0,430.0,5.0,Jaguar,4,2125.0
811000,11000,Petrol,Dealer,Manual,1.0,17.0,1198.0,108.5,170.0,5.0,Tata,3,2875.0
575000,50000,Petrol,Individual,Automatic,1.0,19.0,1199.0,88.7,110.0,5.0,Honda,6,4800.0
1675000,80000,Diesel,Individual,Manual,1.0,17.1,1956.0,170.0,350.0,5.0,Jeep,3,2125.0
645000,11000,Petrol,Dealer,Automatic,1.0,14.3,1598.0,103.5,153.0,5.0,Skoda,5,3800.0
2500000,13500,Diesel,Dealer,Automatic,1.0,14.74,2993.0,270.9,600.0,5.0,Jaguar,6,2000.0
2550000,18000,Petrol,Dealer,Automatic,1.0,15.04,1991.0,183.0,300.0,5.0,Mercedes-Benz,3,2600.0
2700000,16000,Petrol,Dealer,Automatic,1.0,14.74,1991.0,181.04,300.0,5.0,Mercedes-Benz,4,1300.0
650000,18816,Petrol,Dealer,Manual,1.0,17.0,1198.0,73.75,110.0,5.0,Volkswagen,4,3750.0
1748999,33019,Diesel,Dealer,Manual,1.0,13.68,2393.0,147.8,343.0,7.0,Toyota,4,2100.0
925000,18000,Petrol,Dealer,Automatic,1.0,15.6,1497.0,116.3,146.0,5.0,Honda,4,4800.0
894999,9654,Petrol,Dealer,Automatic,1.0,19.56,1197.0,81.8,113.0,5.0,Toyota,2,4200.0
175000,11000,Petrol,Dealer,Manual,1.0,23.95,998.0,67.05,90.0,5.0,Maruti,10,3500.0
340000,24300,Petrol,Dealer,Manual,1.0,21.21,1197.0,81.8,113.0,5.0,Maruti,9,4200.0
1525000,42163,Diesel,Dealer,Automatic,2.0,11.36,2755.0,171.5,360.0,7.0,Toyota,5,2300.0
810000,47747,Diesel,Dealer,Manual,1.0,28.09,1248.0,88.5,200.0,5.0,Maruti,4,1750.0
1025000,8000,Diesel,Dealer,Automatic,1.0,21.5,1497.0,108.5,260.0,5.0,Tata,3,2125.0
2150000,30000,Diesel,Dealer,Automatic,1.0,22.69,1995.0,190.0,400.0,5.0,BMW,5,2125.0
910000,70000,Diesel,Individual,Manual,2.0,12.99,2494.0,100.0,200.0,8.0,Toyota,8,2400.0
300000,60000,Diesel,Individual,Manual,2.0,17.88,1405.0,48.21,85.0,5.0,Tata,5,2500.0
120000,80000,Petrol,Individual,Manual,2.0,17.3,993.0,60.0,78.0,5.0,Maruti,17,4500.0
490000,45900,Petrol,Individual,Manual,2.0,18.6,1197.0,81.83,114.7,5.0,Hyundai,6,4000.0
425000,70000,Diesel,Individual,Manual,1.0,25.8,1498.0,98.6,200.0,5.0,Honda,8,1750.0
155000,40000,Petrol,Individual,Manual,1.0,19.7,796.0,46.3,62.0,5.0,Maruti,10,3000.0
490000,90000,Diesel,Individual,Manual,2.0,12.05,2179.0,120.0,290.0,8.0,Mahindra,8,2300.0
132000,105000,Petrol,Individual,Manual,1.0,19.7,796.0,46.3,62.0,5.0,Maruti,11,3000.0
750000,30000,Diesel,Individual,Manual,1.0,22.54,1396.0,88.76,219.66,5.0,Hyundai,3,2125.0
225000,20000,Petrol,Individual,Manual,1.0,18.9,998.0,67.1,90.0,5.0,Maruti,10,3500.0
240000,80000,Petrol,Individual,Manual,1.0,20.36,1197.0,78.9,111.8,5.0,Hyundai,10,4000.0
33351,90000,Petrol,Individual,Manual,3.0,18.9,998.0,67.1,90.0,5.0,Maruti,17,3500.0
80000,80000,Petrol,Individual,Manual,2.0,18.0,995.0,62.0,90.3,5.0,Chevrolet,11,4200.0
40000,120000,Petrol,Individual,Manual,1.0,16.1,796.0,37.0,59.0,4.0,Maruti,17,2500.0
1100000,50000,Diesel,Individual,Manual,2.0,21.9,1498.0,98.6,200.0,7.0,Honda,2,1750.0
2711000,9000,Diesel,Dealer,Automatic,1.0,13.6,1999.0,177.0,430.0,5.0,Jaguar,4,2125.0
5150000,20000,Petrol,Dealer,Automatic,1.0,22.37,2487.0,214.56,202.0,5.0,Lexus,2,4400.0
3200000,45000,Diesel,Dealer,Automatic,1.0,19.33,1999.0,177.0,430.0,5.0,Jaguar,4,2125.0
503000,110000,Diesel,Individual,Manual,1.0,14.1,2179.0,147.94,320.0,7.0,Tata,6,2250.0
3800000,20000,Diesel,Individual,Automatic,1.0,18.0,1969.0,190.0,190.0,5.0,Volvo,2,3500.0
2000000,68089,Petrol,Trustmark Dealer,Automatic,1.0,19.16,2494.0,157.7,213.0,5.0,Toyota,5,4500.0
225000,58343,Petrol,Trustmark Dealer,Manual,1.0,21.79,998.0,67.05,90.0,5.0,Maruti,8,3500.0
740000,38817,Diesel,Dealer,Manual,1.0,27.39,1248.0,74.0,190.0,5.0,Maruti,3,2000.0
550000,56494,Petrol,Trustmark Dealer,Manual,1.0,18.2,1199.0,88.7,110.0,5.0,Honda,5,4800.0
750000,79328,Diesel,Trustmark Dealer,Manual,2.0,12.99,2494.0,100.6,200.0,7.0,Toyota,8,2400.0
650000,5621,Petrol,Trustmark Dealer,Automatic,1.0,22.0,1197.0,81.8,113.0,5.0,Maruti,2,4200.0
625000,25538,Petrol,Trustmark Dealer,Manual,1.0,16.78,1496.0,88.73,132.0,5.0,Toyota,4,3000.0
600000,69779,Petrol,Dealer,Automatic,1.0,22.0,1197.0,81.8,113.0,5.0,Maruti,3,4200.0
450000,56290,Diesel,Dealer,Manual,1.0,24.0,1186.0,73.97,190.24,5.0,Hyundai,4,2000.0
5400000,7500,Diesel,Dealer,Automatic,1.0,16.78,1995.0,190.0,400.0,5.0,BMW,2,2125.0
5500000,8500,Diesel,Dealer,Automatic,1.0,16.78,1995.0,190.0,400.0,5.0,BMW,2,2125.0
779000,7032,Petrol,Trustmark Dealer,Automatic,1.0,19.0,1199.0,88.76,110.0,5.0,Honda,2,4800.0
645000,11000,Petrol,Dealer,Automatic,1.0,14.3,1598.0,103.5,153.0,5.0,Skoda,5,3800.0
2475000,2000,Diesel,Dealer,Automatic,1.0,16.8,1984.0,150.0,350.0,5.0,Volvo,3,2125.0
380000,80000,Diesel,Individual,Manual,2.0,24.4,1120.0,71.0,180.4,5.0,Hyundai,5,2125.0
300000,120000,Diesel,Individual,Manual,2.0,11.57,2179.0,138.1,320.0,7.0,Tata,10,2200.0
240000,50000,Petrol,Individual,Manual,1.0,22.74,796.0,47.3,69.0,5.0,Maruti,7,3500.0
325000,70000,Diesel,Individual,Manual,1.0,22.9,1248.0,74.0,190.0,5.0,Maruti,10,2000.0
400000,130000,Diesel,Individual,Manual,1.0,25.32,1198.0,77.0,190.0,6.0,Mahindra,5,2000.0
800000,50000,Diesel,Individual,Manual,1.0,21.04,1461.0,83.8,200.0,8.0,Renault,4,1900.0
950000,80000,Diesel,Individual,Manual,1.0,23.0,1498.0,98.96,205.0,5.0,Ford,3,2500.0
300000,120000,Diesel,Individual,Manual,4.0,22.9,1248.0,74.0,190.0,5.0,Maruti,8,2000.0
350000,5000,Petrol,Individual,Manual,1.0,22.05,796.0,47.3,69.0,5.0,Maruti,1,3500.0
530000,59000,Petrol,Individual,Manual,1.0,18.15,1198.0,82.0,115.0,5.0,Mahindra,4,3550.0
350000,100000,Diesel,Individual,Manual,3.0,18.2,1248.0,73.8,172.5,7.0,Chevrolet,8,1750.0
168000,50000,Petrol,Individual,Automatic,1.0,11.0,2359.0,165.0,231.4,5.0,Hyundai,13,4250.0
240000,45000,Petrol,Individual,Manual,2.0,25.17,799.0,53.3,72.0,5.0,Renault,5,4386.0
220000,80000,Diesel,Individual,Manual,4.0,19.3,1248.0,73.9,190.0,5.0,Maruti,11,2000.0
110000,80000,Petrol,Individual,Manual,4.0,18.9,1061.0,67.0,84.0,5.0,Maruti,13,3500.0
850000,100000,Diesel,Individual,Manual,1.0,24.3,1248.0,88.5,200.0,5.0,Maruti,5,1750.0
545000,110000,Diesel,Individual,Manual,1.0,20.77,1248.0,88.76,200.0,7.0,Maruti,7,1750.0
2064000,24000,Diesel,Individual,Manual,1.0,13.68,2393.0,147.8,343.0,8.0,Toyota,3,2100.0
950000,25000,Diesel,Individual,Manual,1.0,25.1,1248.0,88.5,200.0,5.0,Maruti,3,1750.0
200000,68697,Petrol,Individual,Manual,3.0,21.1,814.0,55.2,74.5,5.0,Hyundai,8,4000.0
660000,30000,Diesel,Individual,Manual,1.0,25.2,1248.0,74.0,190.0,5.0,Maruti,4,2000.0
420000,40000,Diesel,Individual,Manual,2.0,25.8,1498.0,98.6,200.0,5.0,Honda,8,1750.0
150000,29000,Petrol,Individual,Manual,1.0,16.5,1172.0,65.0,96.0,5.0,Tata,11,3000.0
175000,68000,Diesel,Individual,Manual,2.0,25.44,936.0,57.6,150.0,5.0,Chevrolet,8,1750.0
750000,15000,Petrol,Individual,Automatic,1.0,18.1,1199.0,88.7,110.0,5.0,Honda,3,4800.0
425000,70000,Diesel,Individual,Manual,1.0,23.2,1248.0,73.94,190.0,5.0,Maruti,7,2000.0
790000,126000,Diesel,Individual,Manual,3.0,21.43,1364.0,87.2,205.0,5.0,Toyota,6,2300.0
650000,94000,Diesel,Individual,Manual,2.0,24.5,1498.0,98.6,200.0,7.0,Honda,6,1750.0
780000,129000,Diesel,Individual,Manual,3.0,21.43,1364.0,87.2,205.0,5.0,Toyota,6,2300.0
180000,55000,Petrol,Individual,Manual,2.0,19.81,1086.0,68.05,99.04,5.0,Hyundai,11,4500.0
869999,40000,Diesel,Individual,Manual,1.0,23.0,1498.0,98.96,205.0,5.0,Ford,2,2500.0
275000,50000,Diesel,Individual,Manual,1.0,21.12,1248.0,88.8,200.0,5.0,Tata,10,2375.0
630000,25000,Petrol,Individual,Manual,2.0,18.6,1197.0,81.83,114.7,5.0,Hyundai,4,4000.0
150000,60000,Petrol,Individual,Manual,2.0,13.4,1794.0,125.0,157.9,5.0,Toyota,13,4200.0
315000,25000,Petrol,Individual,Manual,1.0,22.74,796.0,47.3,69.0,5.0,Maruti,5,3500.0
189000,70000,Diesel,Individual,Manual,2.0,23.57,1396.0,70.0,140.0,5.0,Tata,10,2400.0
580000,120000,Diesel,Individual,Manual,1.0,23.4,1248.0,74.0,190.0,5.0,Maruti,7,2000.0
150000,153000,Diesel,Individual,Manual,2.0,19.7,1248.0,74.0,190.0,5.0,Fiat,12,3500.0
825000,35000,Diesel,Individual,Manual,1.0,24.3,1248.0,88.5,200.0,5.0,Maruti,3,1750.0
650000,60000,Diesel,Individual,Manual,2.0,14.1,2179.0,148.0,320.0,7.0,Tata,5,2200.0
50000,62000,Petrol,Individual,Manual,2.0,13.0,1343.0,90.0,110.8,5.0,Honda,17,4700.0
200000,120000,Petrol,Individual,Manual,2.0,16.25,1198.0,73.9,110.0,5.0,Skoda,10,3750.0
135000,120000,Diesel,Individual,Manual,3.0,15.42,1405.0,70.0,135.0,7.0,Tata,8,2500.0
680000,80000,Diesel,Individual,Manual,1.0,22.54,1396.0,88.73,219.7,5.0,Hyundai,4,2125.0
670000,80000,Diesel,Individual,Manual,1.0,22.54,1396.0,88.73,219.7,5.0,Hyundai,4,2125.0
1000000,60000,Diesel,Individual,Automatic,1.0,16.73,1995.0,218.0,450.0,5.0,BMW,11,2125.0
240000,80000,Petrol,Individual,Manual,2.0,20.92,998.0,67.1,90.0,5.0,Maruti,11,3500.0
455000,98000,Diesel,Individual,Manual,1.0,20.5,1598.0,103.5,250.0,5.0,Skoda,8,2000.0
750000,25000,Diesel,Individual,Manual,1.0,28.4,1248.0,74.02,190.0,5.0,Maruti,3,2000.0
700000,90000,Diesel,Individual,Automatic,1.0,26.59,1248.0,74.0,190.0,5.0,Maruti,5,2000.0
220000,22000,Petrol,Individual,Automatic,1.0,21.9,624.0,37.48,51.0,4.0,Tata,5,4000.0
160000,120000,Diesel,Individual,Manual,1.0,25.0,1396.0,69.0,140.0,5.0,Tata,7,2400.0
225000,100000,Diesel,Individual,Manual,2.0,22.1,1248.0,76.9,205.0,5.0,Chevrolet,8,1750.0
140000,120000,Diesel,Individual,Manual,2.0,19.09,1396.0,69.0,135.0,5.0,Tata,13,2500.0
600000,70000,Diesel,Individual,Manual,2.0,23.4,1248.0,74.0,190.0,5.0,Maruti,7,2000.0
1000000,24700,Diesel,Individual,Manual,1.0,16.0,2179.0,140.0,330.0,7.0,Mahindra,6,2200.0
65000,100000,Petrol,Individual,Manual,3.0,18.0,995.0,62.0,90.3,5.0,Chevrolet,13,4200.0
500000,10000,Petrol,Individual,Manual,1.0,20.89,1197.0,81.8,113.0,5.0,Maruti,2,4200.0
1100000,88754,Diesel,Dealer,Manual,1.0,16.0,2179.0,140.0,330.0,7.0,Mahindra,4,2200.0
325000,53287,Petrol,Dealer,Manual,1.0,19.7,1248.0,74.0,190.0,5.0,Ford,10,3500.0
1150000,43526,Diesel,Dealer,Manual,1.0,16.0,2179.0,140.0,330.0,7.0,Mahindra,4,2200.0
320000,55885,Petrol,Dealer,Manual,1.0,16.25,1198.0,75.0,110.0,5.0,Skoda,9,3750.0
950000,16034,Diesel,Dealer,Manual,1.0,21.7,1498.0,98.96,215.0,5.0,Ford,2,2125.0
250000,156040,Diesel,Dealer,Manual,1.0,20.0,1399.0,68.0,160.0,5.0,Ford,9,2000.0
400000,93415,Diesel,Dealer,Manual,1.0,13.1,2499.0,141.0,330.0,7.0,Ford,17,1800.0
